Year,Month,Date,Flight_Number,Actual_DepTime,Scheduled_DepTime,Actual_ArrTime,Scheduled_ArrTime,AirTime,ArrivalDelay,DepDelay,Origin,Destination,Distance,Delay
2018,4,14,4599,2007,1925,2245,2215,87,30,42,MDW,ALB,717,YES
2018,4,15,5489,1921,1905,2142,2150,128,-8,16,MDW,AUS,972,NO
2018,4,16,6073,1930,1915,2227,2215,96,12,15,MDW,BDL,777,NO
2018,4,17,2776,2007,1945,2131,2125,76,6,22,MDW,BHM,570,NO
2018,4,18,2790,1034,1015,1202,1155,78,7,19,MDW,BHM,570,NO
2018,4,19,2996,1330,1315,1438,1430,58,8,15,MDW,BNA,395,NO
2018,4,20,3196,1047,1030,1204,1145,59,19,17,MDW,BNA,395,YES
2018,4,21,3263,2148,2035,2255,2155,54,60,73,MDW,BNA,395,YES
2018,4,22,3373,1618,1540,1729,1700,58,29,38,MDW,BNA,395,YES
2018,4,23,3269,1202,1150,1311,1305,59,6,12,MDW,BNA,395,NO
2018,4,24,3404,828,820,1041,1040,64,1,8,MDW,BUF,468,NO
2018,4,25,3491,2047,1955,2311,2215,69,56,52,MDW,BUF,468,YES
2018,4,26,239,1617,1610,1849,1855,82,-6,7,MDW,BWI,611,NO
2018,4,27,3636,2204,1950,29,2235,75,114,134,MDW,BWI,611,YES
2018,4,28,4966,1319,1300,1554,1545,84,9,19,MDW,BWI,611,NO
2018,4,29,4848,1536,1515,1814,1800,85,14,21,MDW,BWI,611,NO
2018,4,30,2627,1852,1825,2058,2035,50,23,27,MDW,CLE,307,YES
2018,4,1,4452,1331,1325,1534,1530,50,4,6,MDW,CMH,284,NO
2018,4,1,4479,2050,2025,2216,2155,134,21,25,MDW,DEN,895,YES
2018,4,1,5436,1240,1220,1403,1355,130,8,20,MDW,DEN,895,NO
2018,4,1,6502,1439,1425,1615,1600,135,15,14,MDW,DEN,895,YES
2018,4,1,418,1753,1705,1923,1845,136,38,48,MDW,DEN,895,YES
2018,4,1,500,1859,1825,2101,2030,45,31,34,MDW,DTW,229,YES
2018,4,1,948,1623,1610,1833,1820,55,13,13,MDW,DTW,229,NO
2018,4,1,5067,1420,1405,1625,1610,52,15,15,MDW,DTW,229,YES
2018,4,1,5503,1315,1305,1704,1700,157,4,10,MDW,FLL,1166,NO
2018,4,1,5802,1808,1735,2148,2130,150,18,33,MDW,FLL,1166,YES
2018,4,1,1710,935,925,1320,1325,153,-5,10,MDW,FLL,1166,NO
2018,4,1,3927,2100,1955,36,2350,143,46,65,MDW,FLL,1166,YES
2018,4,1,4647,1122,1115,1357,1400,138,-3,7,MDW,HOU,937,NO
2018,4,1,143,1723,1710,1944,1955,129,-11,13,MDW,HOU,937,NO
2018,4,1,5325,1710,1650,1938,1930,76,8,20,MDW,IAD,577,NO
2018,4,1,753,1417,1405,1651,1650,80,1,12,MDW,IAD,577,NO
2018,4,1,208,2020,1915,2251,2155,78,56,65,MDW,IAD,577,YES
2018,4,2,3370,1910,1840,2101,2035,37,26,30,MDW,IND,162,YES
2018,4,2,2587,1302,1255,1447,1445,33,2,7,MDW,IND,162,NO
2018,4,2,387,2013,1950,2306,2250,101,16,23,MDW,ISP,765,YES
2018,4,2,720,1852,1845,2141,2150,98,-9,7,MDW,ISP,765,NO
2018,4,2,1810,1859,1845,2039,2045,88,-6,14,MDW,JAN,666,NO
2018,4,2,1970,2107,2100,2326,2300,247,26,7,MDW,LAS,1521,YES
2018,4,2,2177,1714,1705,1919,1905,235,14,9,MDW,LAS,1521,NO
2018,4,2,471,1222,1200,1427,1400,232,27,22,MDW,LAS,1521,YES
2018,4,2,665,1958,1925,2201,2125,227,36,33,MDW,LAS,1521,YES
2018,4,2,1351,1541,1430,1755,1630,239,85,71,MDW,LAS,1521,YES
2018,4,2,1527,850,840,1127,1115,258,12,10,MDW,LAX,1750,NO
2018,4,2,304,1543,1500,1840,1730,265,70,43,MDW,LAX,1750,YES
2018,4,2,19,1148,1140,1432,1415,265,17,8,MDW,LAX,1750,YES
2018,4,2,695,1413,1400,1658,1630,271,28,13,MDW,LAX,1750,YES
2018,4,2,704,1755,1735,2033,2010,265,23,20,MDW,LAX,1750,YES
2018,4,2,763,1518,1500,1648,1645,77,3,18,MDW,LIT,544,NO
2018,4,2,20,1729,1720,1853,1845,62,8,9,MDW,MCI,405,NO
2018,4,2,978,1954,1935,2111,2100,65,11,19,MDW,MCI,405,NO
2018,4,2,1680,1711,1620,1825,1745,63,40,51,MDW,MCI,405,YES
2018,4,2,4141,1525,1515,1646,1640,69,6,10,MDW,MCI,405,NO
2018,4,3,599,1957,1915,2314,2245,126,29,42,MDW,MCO,989,YES
2018,4,3,1076,1623,1300,1953,1630,130,203,203,MDW,MCO,989,YES
2018,4,3,448,628,615,945,945,126,0,13,MDW,MCO,989,NO
2018,4,3,395,1409,1400,1746,1730,139,16,9,MDW,MCO,989,YES
2018,4,3,713,1730,1710,2053,2040,127,13,20,MDW,MCO,989,NO
2018,4,3,170,1355,1345,1653,1645,98,8,10,MDW,MHT,838,NO
2018,4,3,456,1837,1805,2131,2110,104,21,32,MDW,MHT,838,YES
2018,4,3,647,1408,1400,1609,1620,109,-11,8,MDW,MSY,825,NO
2018,4,3,732,1201,1155,1453,1435,281,18,6,MDW,OAK,1844,YES
2018,4,3,891,2038,2010,2333,2250,279,43,28,MDW,OAK,1844,YES
2018,4,3,1174,1703,1630,2019,1915,279,64,33,MDW,OAK,1844,YES
2018,4,3,1248,1405,1330,1717,1615,279,62,35,MDW,OAK,1844,YES
2018,4,3,1485,1755,1715,1911,1840,68,31,40,MDW,OMA,423,YES
2018,4,3,1507,1002,955,1119,1120,63,-1,7,MDW,OMA,423,NO
2018,4,3,403,1857,1835,2111,2105,240,6,22,MDW,PDX,1751,NO
2018,4,3,19,1040,935,1317,1230,89,47,65,MDW,PHL,668,YES
2018,4,3,204,1726,1715,2016,2025,87,-9,11,MDW,PHL,668,NO
2018,4,3,1120,1716,1645,2008,1940,219,28,31,MDW,PHX,1444,YES
2018,4,3,1146,2033,1925,2334,2215,224,79,68,MDW,PHX,1444,YES
2018,4,3,1279,1612,1605,1903,1900,214,3,7,MDW,PHX,1444,NO
2018,4,3,1424,1609,1510,1903,1805,219,58,59,MDW,PHX,1444,YES
2018,4,3,1176,1553,1515,1811,1730,61,41,38,MDW,PIT,402,YES
2018,4,3,1581,1810,1755,2028,2010,63,18,15,MDW,PIT,402,YES
2018,4,3,2319,1902,1815,2200,2120,103,40,47,MDW,PVD,842,YES
2018,4,3,2456,2151,2030,56,2335,106,81,81,MDW,PVD,842,YES
2018,4,3,65,1229,1210,1510,1455,87,15,19,MDW,RDU,632,YES
2018,4,3,358,1451,1435,,1650,,,16,MDW,RNO,1680,NO
2018,4,3,523,2025,1955,2354,2340,138,14,30,MDW,RSW,1105,NO
2018,4,3,2464,1250,1240,1534,1505,261,29,10,MDW,SAN,1728,YES
2018,4,3,224,1930,1845,2215,2110,261,65,45,MDW,SAN,1728,YES
2018,4,3,839,829,820,1136,1045,292,51,9,MDW,SAN,1728,YES
2018,4,3,1134,1443,1430,1722,1655,262,27,13,MDW,SAN,1728,YES
2018,4,3,1147,1841,1755,2035,2000,43,35,46,MDW,SDF,271,YES
2018,4,3,1353,1406,1355,1605,1600,44,5,11,MDW,SDF,271,NO
2018,4,3,2023,2030,2000,2236,2230,233,6,30,MDW,SEA,1733,NO
2018,4,3,2025,1932,1915,2243,2205,292,38,17,MDW,SFO,1855,YES
2018,4,3,2076,1535,1305,1840,1555,294,165,150,MDW,SFO,1855,YES
2018,4,3,2127,1825,1815,2121,2100,283,21,10,MDW,SJC,1838,YES
2018,4,3,2389,943,925,1218,1155,192,23,18,MDW,SLC,1258,YES
2018,4,3,2583,1723,1640,1944,1910,191,34,43,MDW,SLC,1258,YES
2018,4,3,12,832,825,1110,1055,254,15,7,MDW,SMF,1790,YES
2018,4,3,150,1927,1855,2033,2000,48,33,32,MDW,STL,251,YES
2018,4,3,2079,1451,1445,1548,1550,45,-2,6,MDW,STL,251,NO
2018,4,3,1562,1703,1655,1800,1800,46,0,8,MDW,STL,251,NO
2018,4,3,1698,1746,1740,2106,2115,130,-9,6,MDW,TPA,997,NO
2018,4,3,1801,2136,2050,53,20,124,33,46,MDW,TPA,997,YES
2018,4,3,1844,1108,1040,1431,1410,129,21,28,MDW,TPA,997,YES
2018,4,3,1912,1928,1845,2210,2130,209,40,43,MDW,TUS,1440,YES
2018,4,3,1947,1157,1150,1327,1325,70,2,7,MHT,BWI,377,NO
2018,4,3,2557,1913,1900,2040,2035,74,5,13,MHT,BWI,377,NO
2018,4,3,4981,1149,1010,1323,1145,68,98,99,MHT,BWI,377,YES
2018,4,3,4872,1558,1445,1719,1620,68,59,73,MHT,BWI,377,YES
2018,4,3,5169,1808,1715,1936,1850,74,46,53,MHT,BWI,377,YES
2018,4,3,5545,1640,1555,1809,1730,75,39,45,MHT,BWI,377,YES
2018,4,3,2837,1359,1305,1521,1435,71,46,54,MHT,BWI,377,YES
2018,4,3,2783,822,645,1134,950,344,104,97,MHT,LAS,2356,YES
2018,4,3,2925,1326,1135,1627,1500,166,87,111,MHT,MCO,1142,YES
2018,4,3,3190,1658,1650,1957,2010,167,-13,8,MHT,MCO,1142,NO
2018,4,3,3285,2150,2115,49,30,166,19,35,MHT,MCO,1142,YES
2018,4,3,3296,956,945,1130,1120,143,10,11,MHT,MDW,838,NO
2018,4,3,3448,1833,1750,2008,1925,135,43,43,MHT,MDW,838,YES
2018,4,3,4672,1500,1410,1633,1545,139,48,50,MHT,MDW,838,YES
2018,4,3,4678,2014,1900,2123,2030,60,53,74,MHT,PHL,290,YES
2018,4,3,6254,1644,1630,1759,1800,61,-1,14,MHT,PHL,290,NO
2018,4,3,4607,1733,1635,2114,2030,326,44,58,MHT,PHX,2279,YES
2018,4,3,6322,1423,1350,1735,1725,176,10,33,MHT,TPA,1204,NO
2018,4,3,6604,1946,1920,2039,2035,49,4,26,MSY,BHM,321,NO
2018,4,3,7380,903,825,1220,1140,124,40,38,MSY,BWI,998,YES
2018,4,3,2137,2054,2035,2214,2200,68,14,19,MSY,DAL,437,NO
2018,4,3,1402,1648,1635,1842,1835,219,7,13,MSY,LAS,1501,NO
2018,4,3,2445,1736,1645,1939,1855,112,44,51,MSY,MDW,825,YES
2018,4,3,3258,1636,1610,1855,1830,66,25,26,MSY,TPA,487,YES
2018,4,3,4680,1314,1240,1532,1505,66,27,34,MSY,TPA,487,YES
2018,4,3,247,1101,1055,1359,1410,103,-11,6,OAK,ABQ,889,NO
2018,4,3,1379,1954,1920,2252,2230,103,22,34,OAK,ABQ,889,YES
2018,4,3,342,1243,1120,1856,1730,235,86,83,OAK,BNA,1959,YES
2018,4,3,731,1025,1010,1239,1240,63,-1,15,OAK,BOI,511,NO
2018,4,3,1633,2038,1935,2258,2200,64,58,63,OAK,BOI,511,YES
2018,4,3,5608,2013,1855,2114,2000,44,74,78,OAK,BUR,325,YES
2018,4,3,6183,1518,1445,1620,1550,46,30,33,OAK,BUR,325,YES
2018,4,3,4669,1201,1135,1345,1240,51,65,26,OAK,BUR,325,YES
2018,4,3,5219,1743,1705,1840,1810,45,30,38,OAK,BUR,325,YES
2018,4,3,891,1630,1520,1726,1625,46,61,70,OAK,BUR,325,YES
2018,4,3,769,1339,1310,1442,1415,48,27,29,OAK,BUR,325,YES
2018,4,3,1136,1351,1220,1504,1325,49,99,91,OAK,BUR,325,YES
2018,4,3,329,2204,1930,2306,2035,46,151,154,OAK,BUR,325,YES
2018,4,3,873,1452,1310,1756,1635,108,81,102,OAK,DEN,957,YES
2018,4,3,803,1737,1650,2053,2015,109,38,47,OAK,DEN,957,YES
2018,4,3,896,2150,1910,48,2235,106,133,160,OAK,DEN,957,YES
2018,4,3,186,1025,1015,1332,1340,110,-8,10,OAK,DEN,957,NO
2018,4,3,28,2032,1940,2224,2140,95,44,52,OAK,GEG,723,YES
2018,4,3,4977,1708,1520,2235,2100,194,95,108,OAK,HOU,1642,YES
2018,4,3,657,1142,1050,1719,1630,194,49,52,OAK,HOU,1642,YES
2018,4,3,927,1601,1500,1732,1625,57,67,61,OAK,LAS,407,YES
2018,4,3,1093,1400,1245,1524,1410,66,74,75,OAK,LAS,407,YES
2018,4,3,898,850,840,1011,1005,57,6,10,OAK,LAS,407,NO
2018,4,3,1108,2105,1945,2230,2105,59,85,80,OAK,LAS,407,YES
2018,4,3,1128,1423,1355,1549,1520,67,29,28,OAK,LAS,407,YES
2018,4,3,490,1312,1125,1433,1250,68,103,107,OAK,LAS,407,YES
2018,4,3,324,1603,1540,1723,1705,63,18,23,OAK,LAS,407,YES
2018,4,3,271,1732,1630,1847,1755,57,52,62,OAK,LAS,407,YES
2018,4,3,1041,1859,1745,2018,1910,62,68,74,OAK,LAS,407,YES
2018,4,3,1046,1227,1200,1349,1315,59,34,27,OAK,LAX,337,YES
2018,4,3,1484,928,900,1045,1020,56,25,28,OAK,LAX,337,YES
2018,4,3,2235,2106,2000,2231,2120,54,71,66,OAK,LAX,337,YES
2018,4,3,895,849,830,1018,945,58,33,19,OAK,LAX,337,YES
2018,4,3,2494,1535,1500,1651,1615,59,36,35,OAK,LAX,337,YES
2018,4,3,451,1347,1300,1458,1415,57,43,47,OAK,LAX,337,YES
2018,4,3,390,1118,1030,1247,1145,58,62,48,OAK,LAX,337,YES
2018,4,4,634,1417,1400,1534,1515,56,19,17,OAK,LAX,337,YES
2018,4,4,1133,1651,1600,1810,1715,60,55,51,OAK,LAX,337,YES
2018,4,4,1052,1733,1700,1838,1815,51,23,33,OAK,LAX,337,YES
2018,4,4,1210,1107,1100,1235,1215,58,20,7,OAK,LAX,337,YES
2018,4,4,2619,2031,1800,2148,1915,54,153,151,OAK,LAX,337,YES
2018,4,4,1617,1948,1900,2106,2015,56,51,48,OAK,LAX,337,YES
2018,4,4,1685,1623,1500,2126,2025,168,61,83,OAK,MCI,1489,YES
2018,4,4,4518,1516,1425,2059,2025,206,34,51,OAK,MDW,1844,YES
2018,4,4,6071,1250,1210,1844,1815,209,29,40,OAK,MDW,1844,YES
2018,4,4,1069,1755,1715,2335,2310,201,25,40,OAK,MDW,1844,YES
2018,4,4,923,1542,1445,1648,1555,51,53,57,OAK,ONT,361,YES
2018,4,4,2862,1131,1115,1245,1225,57,20,16,OAK,ONT,361,YES
2018,4,4,2888,2107,2000,2218,2115,53,63,67,OAK,ONT,361,YES
2018,4,4,2904,1953,1705,2100,1820,53,160,168,OAK,ONT,361,YES
2018,4,4,3011,1939,1850,2048,2005,52,43,49,OAK,ONT,361,YES
2018,4,4,2983,1629,1540,1735,1655,51,40,49,OAK,ONT,361,YES
2018,4,4,3318,935,915,1121,1055,79,26,20,OAK,PDX,543,YES
2018,4,5,219,1912,1650,2045,1830,79,135,142,OAK,PDX,543,YES
2018,4,5,5293,2025,1855,2159,2035,79,84,90,OAK,PDX,543,YES
2018,4,5,2586,1956,1825,2131,2005,80,86,91,OAK,PDX,543,YES
2018,4,5,4493,1304,1215,1431,1355,74,36,49,OAK,PDX,543,YES
2018,4,5,5390,1734,1635,2019,1930,88,49,59,OAK,PHX,646,YES
2018,4,5,4783,1400,1300,1656,1550,90,66,60,OAK,PHX,646,YES
2018,4,5,5554,901,855,1148,1145,80,3,6,OAK,PHX,646,NO
2018,4,5,5595,1900,1815,2138,2110,80,28,45,OAK,PHX,646,YES
2018,4,5,6620,1254,1125,1540,1415,86,85,89,OAK,PHX,646,YES
2018,4,5,6499,1322,1250,1448,1410,73,38,32,OAK,SAN,446,YES
2018,4,5,1462,1502,1430,1619,1550,61,29,32,OAK,SAN,446,YES
2018,4,5,2567,1802,1700,1935,1825,63,70,62,OAK,SAN,446,YES
2018,4,5,4093,1004,955,1139,1120,75,19,9,OAK,SAN,446,YES
2018,4,5,5488,1156,1140,1320,1305,69,15,16,OAK,SAN,446,YES
2018,4,5,7383,1824,1745,1935,1910,60,25,39,OAK,SAN,446,YES
2018,4,5,2173,1633,1550,1745,1715,58,30,43,OAK,SAN,446,YES
2018,4,5,4121,1647,1330,1811,1455,72,196,197,OAK,SAN,446,YES
2018,4,5,6271,1722,1620,1838,1745,62,53,62,OAK,SAN,446,YES
2018,4,5,7429,2205,2010,2324,2135,63,109,115,OAK,SAN,446,YES
2018,4,6,5166,1104,1040,1236,1205,70,31,24,OAK,SAN,446,YES
2018,4,6,282,1503,1415,1650,1615,91,35,48,OAK,SEA,671,YES
2018,4,6,390,1212,1145,1421,1345,94,36,27,OAK,SEA,671,YES
2018,4,6,938,1844,1655,2036,1855,97,101,109,OAK,SEA,671,YES
2018,4,6,5219,951,940,1151,1145,98,6,11,OAK,SEA,671,NO
2018,4,6,5956,1404,1300,1639,1540,77,59,64,OAK,SLC,588,YES
2018,4,6,4590,1808,1640,2041,1920,76,81,88,OAK,SLC,588,YES
2018,4,6,1563,2055,1850,2219,2010,54,129,125,OAK,SNA,371,YES
2018,4,6,847,1659,1630,1811,1750,58,21,29,OAK,SNA,371,YES
2018,4,6,5163,1328,1220,1443,1340,62,63,68,OAK,SNA,371,YES
2018,4,6,6336,1426,1405,1544,1525,65,19,21,OAK,SNA,371,YES
2018,4,6,330,1921,1810,2205,2125,90,40,71,OAK,TUS,747,YES
2018,4,6,1749,1926,1830,1956,1905,75,51,56,OKC,DEN,495,YES
2018,4,6,2018,1631,1600,1748,1720,67,28,31,OKC,HOU,419,YES
2018,4,7,330,1047,1040,1150,1145,50,5,7,OKC,MCI,313,NO
2018,4,7,2796,1316,1305,1440,1430,129,10,11,OKC,PHX,833,NO
2018,4,7,863,841,835,1004,1005,132,-1,6,OKC,PHX,833,NO
2018,4,7,2045,1713,1630,1824,1750,63,34,43,OKC,STL,462,YES
2018,4,7,340,1937,1900,2049,2020,61,29,37,OMA,MDW,423,YES
2018,4,7,1754,1113,1105,1225,1225,61,0,8,OMA,MDW,423,NO
2018,4,7,4304,813,805,931,925,65,6,8,OMA,MDW,423,NO
2018,4,7,1802,2154,1905,2353,2100,170,173,169,OMA,PHX,1037,YES
2018,4,7,363,1535,1455,1627,1555,38,32,40,ONT,LAS,197,YES
2018,4,7,433,1838,1730,1940,1830,40,70,68,ONT,LAS,197,YES
2018,4,7,2481,1308,1245,1427,1345,43,42,23,ONT,LAS,197,YES
2018,4,7,1531,1712,1615,1800,1715,35,45,57,ONT,LAS,197,YES
2018,4,7,457,1047,1030,1143,1130,39,13,17,ONT,LAS,197,NO
2018,4,7,561,1013,1005,1137,1120,74,17,8,ONT,OAK,361,YES
2018,4,7,565,1306,1250,1420,1405,61,15,16,ONT,OAK,361,YES
2018,4,7,35,1416,1320,1535,1435,68,60,56,ONT,OAK,361,YES
2018,4,7,1054,1534,1440,1703,1555,66,68,54,ONT,OAK,361,YES
2018,4,7,43,1622,1555,1813,1710,68,63,27,ONT,OAK,361,YES
2018,4,7,75,1939,1920,2115,2035,69,40,19,ONT,OAK,361,YES
2018,4,7,452,1800,1720,1921,1835,68,46,40,ONT,OAK,361,YES
2018,4,7,509,1728,1625,1927,1835,46,52,63,ONT,PHX,325,YES
2018,4,7,643,1220,1205,1425,1415,48,10,15,ONT,PHX,325,NO
2018,4,7,1282,1129,1120,1330,1330,49,0,9,ONT,PHX,325,NO
2018,4,7,1412,1926,1745,2118,1955,43,83,101,ONT,PHX,325,YES
2018,4,7,1495,2121,1840,2317,2045,47,152,161,ONT,PHX,325,YES
2018,4,7,2523,1408,1400,1603,1610,45,-7,8,ONT,PHX,325,NO
2018,4,7,2758,1833,1820,1944,1930,59,14,13,ONT,SJC,333,NO
2018,4,8,7398,1744,1725,1852,1835,58,17,19,ONT,SJC,333,YES
2018,4,8,4555,1200,1145,1310,1255,58,15,15,ONT,SJC,333,YES
2018,4,8,4506,1406,1340,1512,1450,57,22,26,ONT,SJC,333,YES
2018,4,8,280,1549,1515,1658,1625,59,33,34,ONT,SJC,333,YES
2018,4,8,4739,1914,1900,2024,2020,62,4,14,ONT,SMF,389,NO
2018,4,8,5480,1744,1610,1857,1730,63,87,94,ONT,SMF,389,YES
2018,4,8,3222,1815,1800,1959,1920,67,39,15,ONT,SMF,389,YES
2018,4,8,3225,1523,1410,1636,1525,63,71,73,ONT,SMF,389,YES
2018,4,8,5417,1154,1145,1314,1300,65,14,9,ONT,SMF,389,NO
2018,4,8,6473,1653,1640,1826,1825,81,1,13,ORF,JAX,543,NO
2018,4,8,5405,1224,1210,1452,1445,315,7,14,ORF,LAS,2155,NO
2018,4,8,6532,1853,1835,2045,2040,99,5,18,ORF,MCO,655,NO
2018,4,8,6561,1331,1325,1528,1540,107,-12,6,ORF,TPA,717,NO
2018,4,8,7362,654,645,912,905,126,7,9,PBI,BWI,883,NO
2018,4,8,241,1142,1135,1419,1415,143,4,7,PBI,ISP,1052,NO
2018,4,8,1470,1605,1455,1827,1730,127,57,70,PBI,PHL,951,YES
2018,4,8,4731,1409,1400,1500,1450,37,10,9,PBI,TPA,174,NO
2018,4,9,4774,1055,1045,1417,1415,130,2,10,PDX,ABQ,1111,NO
2018,4,9,5575,1616,1540,1815,1740,46,35,36,PDX,BOI,344,YES
2018,4,9,1686,1337,1320,1538,1525,50,13,17,PDX,BOI,344,NO
2018,4,9,1734,1631,1525,1727,1620,45,67,66,PDX,GEG,279,YES
2018,4,9,4737,1329,1300,1421,1400,42,21,29,PDX,GEG,279,YES
2018,4,9,7381,2237,2050,2330,2150,42,100,107,PDX,GEG,279,YES
2018,4,9,544,1113,1055,1315,1300,110,15,18,PDX,LAS,762,YES
2018,4,9,684,1448,1335,2026,1925,205,61,73,PDX,MDW,1751,YES
2018,4,9,4509,1527,1425,1652,1605,77,47,62,PDX,OAK,543,YES
2018,4,9,320,2214,1905,2346,2050,79,176,189,PDX,OAK,543,YES
2018,4,9,336,1156,1140,1335,1320,86,15,16,PDX,OAK,543,YES
2018,4,9,1074,1115,1105,1446,1435,136,11,10,PDX,PHX,1009,NO
2018,4,9,4576,2114,1850,36,2220,133,136,144,PDX,PHX,1009,YES
2018,4,9,349,1629,1420,,1540,,,129,PDX,RNO,444,NO
2018,4,9,7426,2000,1925,2142,2110,90,32,35,PDX,SJC,569,YES
2018,4,9,647,1900,1740,2134,2025,82,69,80,PDX,SLC,630,YES
2018,4,9,674,1110,1045,1345,1330,82,15,25,PDX,SLC,630,YES
2018,4,9,796,1327,1315,1445,1440,68,5,12,PDX,SMF,479,NO
2018,4,9,1797,1200,1120,1326,1245,73,41,40,PDX,SMF,479,YES
2018,4,9,1929,1941,1840,2102,2005,70,57,61,PDX,SMF,479,YES
2018,4,9,1954,1559,1515,1716,1640,66,36,44,PDX,SMF,479,YES
2018,4,9,2076,1812,1805,1922,1935,110,-13,7,PHL,BNA,675,NO
2018,4,9,2093,1316,1310,1414,1440,104,-26,6,PHL,BNA,675,NO
2018,4,9,1205,1047,1040,1339,1340,206,-1,7,PHL,HOU,1335,NO
2018,4,9,905,1553,1545,1814,1825,127,-11,8,PHL,MCO,861,NO
2018,4,9,1251,1516,1505,1624,1630,112,-6,11,PHL,MDW,668,NO
2018,4,9,535,1939,1930,2055,2055,111,0,9,PHL,MDW,668,NO
2018,4,9,837,1351,1255,1459,1410,110,49,56,PHL,MDW,668,YES
2018,4,9,460,1516,1500,1622,1610,53,12,16,PHL,MHT,290,NO
2018,4,9,3177,1527,1520,1800,1815,135,-15,7,PHL,PBI,951,NO
2018,4,9,48,1059,1045,1414,1425,293,-11,14,PHL,PHX,2075,NO
2018,4,9,588,1923,1915,2024,2040,46,-16,8,PHL,PIT,267,NO
2018,4,9,2351,1228,1210,1328,1320,44,8,18,PHL,PVD,238,NO
2018,4,9,621,2150,2050,2302,2225,56,37,60,PHL,RDU,336,YES
2018,4,9,4855,1541,1525,1651,1650,55,1,16,PHL,RDU,336,NO
2018,4,9,668,1821,1720,1938,1825,43,73,61,PHX,ABQ,328,YES
2018,4,9,1043,1122,1110,1220,1220,42,0,12,PHX,ABQ,328,NO
2018,4,9,1142,1516,1450,1615,1550,48,25,26,PHX,ABQ,328,YES
2018,4,9,1150,1819,1630,1914,1730,44,104,109,PHX,ABQ,328,YES
2018,4,9,1430,2150,2015,55,2320,104,95,95,PHX,AUS,872,YES
2018,4,9,481,1111,1105,1413,1420,105,-7,6,PHX,AUS,872,NO
2018,4,9,495,1626,1600,1923,1910,107,13,26,PHX,AUS,872,NO
2018,4,9,582,2018,1950,13,2355,160,18,28,PHX,BHM,1455,YES
2018,4,9,12,2205,2005,157,15,160,102,120,PHX,BNA,1448,YES
2018,4,9,986,1718,1555,2110,2005,161,65,83,PHX,BNA,1448,YES
2018,4,9,1030,1301,1255,1659,1710,167,-11,6,PHX,BNA,1448,NO
2018,4,9,1354,957,950,1557,1600,222,-3,7,PHX,BUF,1912,NO
2018,4,9,1382,1355,1340,1412,1405,69,7,15,PHX,BUR,369,NO
2018,4,9,1556,1555,1545,1612,1605,69,7,10,PHX,BUR,369,NO
2018,4,9,1582,1757,1750,1818,1810,74,8,7,PHX,BUR,369,NO
2018,4,9,1658,1928,1835,1951,1855,72,56,53,PHX,BUR,369,YES
2018,4,9,1614,1136,1055,1207,1125,74,42,41,PHX,BUR,369,YES
2018,4,9,249,2022,2010,2056,2035,77,21,12,PHX,BUR,369,YES
2018,4,9,589,1134,1105,1743,1725,230,18,29,PHX,BWI,1999,YES
2018,4,9,1032,1234,1210,1834,1820,224,14,24,PHX,BWI,1999,NO
2018,4,9,494,1620,1445,2211,2055,221,76,95,PHX,BWI,1999,YES
2018,4,9,640,922,905,1053,1050,77,3,17,PHX,DEN,602,NO
2018,4,9,665,2004,1945,2150,2130,84,20,19,PHX,DEN,602,YES
2018,4,9,959,1443,1320,1615,1505,77,70,83,PHX,DEN,602,YES
2018,4,9,1200,1613,1540,1742,1720,75,22,33,PHX,DEN,602,YES
2018,4,9,2343,959,950,1548,1540,201,8,9,PHX,DTW,1671,NO
2018,4,9,2411,1321,1305,1424,1410,51,14,16,PHX,ELP,347,NO
2018,4,9,2401,2049,2025,2148,2130,44,18,24,PHX,ELP,347,YES
2018,4,9,1496,1933,1900,2031,2005,46,26,33,PHX,ELP,347,YES
2018,4,9,1602,1526,1500,1624,1605,49,19,26,PHX,ELP,347,YES
2018,4,9,1705,1738,1615,2053,1940,125,73,83,PHX,HOU,1020,YES
2018,4,9,1806,2103,2000,19,2320,123,59,63,PHX,HOU,1020,YES
2018,4,9,1870,1113,1045,1625,1615,174,10,28,PHX,IND,1489,NO
2018,4,9,4891,1825,1725,2342,2245,181,57,60,PHX,IND,1489,YES
2018,4,9,33,2004,1910,2013,1910,50,63,54,PHX,LAS,256,YES
2018,4,9,3043,1456,1345,1512,1350,49,82,71,PHX,LAS,256,YES
2018,4,9,3012,1514,1505,1513,1505,47,8,9,PHX,LAS,256,NO
2018,4,10,3533,1250,1240,1256,1245,45,11,10,PHX,LAS,256,NO
2018,4,10,695,1459,1435,1505,1440,48,25,24,PHX,LAS,256,YES
2018,4,10,6443,1622,1545,1629,1550,44,39,37,PHX,LAS,256,YES
2018,4,10,591,2040,2025,2113,2045,72,28,15,PHX,LAX,370,YES
2018,4,10,1295,1823,1815,1908,1835,66,33,8,PHX,LAX,370,YES
2018,4,10,1561,1503,1440,1539,1500,62,39,23,PHX,LAX,370,YES
2018,4,10,1845,1232,1040,1259,1105,64,114,112,PHX,LAX,370,YES
2018,4,10,4403,1212,1205,1245,1230,65,15,7,PHX,LAX,370,YES
2018,4,10,4617,1813,1735,1830,1755,65,35,38,PHX,LAX,370,YES
2018,4,10,4616,1536,1315,1551,1335,62,136,141,PHX,LAX,370,YES
2018,4,10,4589,2103,1955,27,2330,128,57,68,PHX,LIT,1136,YES
2018,4,10,1073,1959,1900,2314,2230,116,44,59,PHX,MCI,1044,YES
